手机名称,价格(￥),运行内存,电池容量,机身颜色,前置摄像头像素,后置摄像头像素,url
三星Samsung GALAXY S8/S8+ 全网通 双曲屏 防水手机 港版双卡 S8 烟晶灰 4G+64GB,4158.00,64GB,3000mAh-3999mAh,"港版双卡 S8 绮梦金 4G+64GB,港版双卡 S8 烟晶灰 4G+64GB,港版双卡 S8+ 烟晶灰 4G+64GB,港版双卡 S8+ 谜夜黑 4G+64GB,港版双卡 S8+ 雾屿蓝 4G+64GB,港版双卡 S8+ 烟晶灰 6G+128GB,港版双卡 S8+ 谜夜黑 6G+128GB,港版双卡 S8+ 雾屿蓝 6G+128GB",800万-1599万,1200万-1999万,https://item.jd.com/1990491254.html
三星（SAMSUNG） 三星Galaxy（SM-A9100）魔幻金全网通4G手机双卡双待 雪域白 全网通4G(4GB RAM+32GB ROM)标配,2880.00,32GB,4000mAh-5999mAh,"雪域白,魔幻金",800万-1599万,1200万-1999万,https://item.jd.com/1990103530.html
三星（SAMSUNG）GALAXY S8/S8+ 智能手机64G 移动联通双曲屏 现货 S8 64G 灰,5988.00,其他,2000mAh-2999mAh,"S8 64G 金,S8 64G 灰,S8 64G 黑,S8+ 64G 金,S8+ 64G 灰,S8+ 64G 黑",其他,N/A,https://item.jd.com/1988874865.html
三星（SAMSUNG） Galaxy A8 A8+（2018 ) 智能手机 新款 兰花灰色 A8,4299.00,N/A,N/A,"兰花灰色,金色,黑色",N/A,N/A,https://item.jd.com/25754821213.html
三星Galaxy Folder SM-G1600 翻盖手机 金色 2GB+16GB 全网通 金色,1799.00,16GB,1200mAh-1999mAh,金色,500万-799万,N/A,https://item.jd.com/1980838689.html
三星 SAMSUNG Galaxy J1 2016  简输手机 联通移动 8GB 港版 金色 3G版 (J120H),1188.00,N/A,N/A,N/A,N/A,N/A,https://item.jd.com/1997786376.html
三星（SAMSUNG）W2016,6998.00,64GB,2000mAh-2999mAh,"2016尊贵金,2016+尊贵银",500万-799万,1200万-1999万,https://item.jd.com/1975097958.html
【eBay精选】三星Galaxy C7（C7000）全网通4G手机 64GB 烟雨灰,2328.00,64GB,2000mAh-2999mAh,"烟雨灰,枫叶金,蔷薇粉",N/A,N/A,https://item.jd.com/1968632245.html
三星（SAMSUNG） DeX Station 智能手机扩展坞 适用于S8|S8+ 黑色,880.00,8GB以下,6000mAh及以上,N/A,1600万及以上,2000万及以上,https://item.jd.com/18780755584.html
三星（SAMSUNG） 全球购 GALAXY S8 / S8+ 智能手机 s8+ 6.2寸 迷夜黑 128GB 双4G 海外版,5299.00,64GB,3000mAh-3999mAh,"S8 5.8寸 绮梦金,S8 5.8寸 幻紫灰,S8 5.8寸迷夜灰,S8+ 6.2寸  绮梦金,s8+ 6.2寸 迷夜黑",800万-1599万,1200万-1999万,https://item.jd.com/1984202065.html
SAMSUNGC9 Pro（C9000）,2288.00,N/A,N/A,"枫叶金,蔷薇粉,墨玉黑",N/A,N/A,https://item.jd.com/23540182415.html
SAMSUNG C8（SM-C7100）,1539.00,N/A,N/A,"枫叶金,蔷薇粉,墨玉黑",N/A,N/A,https://item.jd.com/23539486509.html
三星Samsung GALAXY S8/S8+ 全网通 双曲屏 防水手机 港版双卡 S8 烟晶灰 4G+64GB,4158.00,64GB,3000mAh-3999mAh,"港版双卡 S8 绮梦金 4G+64GB,港版双卡 S8 烟晶灰 4G+64GB,港版双卡 S8+ 烟晶灰 4G+64GB,港版双卡 S8+ 谜夜黑 4G+64GB,港版双卡 S8+ 雾屿蓝 4G+64GB,港版双卡 S8+ 烟晶灰 6G+128GB,港版双卡 S8+ 谜夜黑 6G+128GB,港版双卡 S8+ 雾屿蓝 6G+128GB",800万-1599万,1200万-1999万,https://item.jd.com/1990491254.html
三星（SAMSUNG） 三星Galaxy（SM-A9100）魔幻金全网通4G手机双卡双待 雪域白 全网通4G(4GB RAM+32GB ROM)标配,2880.00,32GB,4000mAh-5999mAh,"雪域白,魔幻金",800万-1599万,1200万-1999万,https://item.jd.com/1990103530.html
三星（SAMSUNG） 全球购  三星 Galaxy A5系列 5.2英寸双卡4G智能手机 粉色 A5100 2GB+16GB 全网通,2100.00,N/A,2000mAh-2999mAh,"粉色,白色,金色",500万-799万,1200万-1999万,https://item.jd.com/1955685438.html
三星（SAMSUNG） 全球购 G1600   电信3G手机 翻盖手机 双卡双待 奢华金 G1600金色 全网通4G 双卡,1858.00,8GB,1200mAh-1999mAh,N/A,无,500万-1199万,https://item.jd.com/1994128019.html
三星（SAMSUNG） 香港实体店现货 三星 note 8 双摄 全面曲屏 智能4G手机 港版三网双卡64G 午夜黑,5298.00,N/A,N/A,"港版三网双卡64G 午夜黑,港版三网双卡64G 旷野灰,港版三网双卡128G 午夜黑,港版三网双卡128G 旷野灰,港版三网双卡128G 珊瑚蓝,港版三网双卡256G 午夜黑,港版三网双卡256G 珊瑚蓝",N/A,N/A,https://item.jd.com/17574634109.html
三星（SAMSUNG）SM-C7100,1999.00,32GB,3000mAh-3999mAh,"枫叶金,蔷薇粉,墨玉黑",1600万及以上,1200万-1999万,https://item.jd.com/25625110822.html
三星（SAMSUNG）Galaxy On5 （G5700）,1109.00,N/A,2000mAh-2999mAh,"流沙金,嫣霞粉,钛岩黑",800万-1599万,1200万-1999万,https://item.jd.com/10997871453.html
三星（SAMSUNG）Galaxy J3,1399.00,支持内存卡,2000mAh-2999mAh,"J3 双卡 8G 黑色,J3 双卡 8G 土豪金,J3 双卡 8G 白色,J3 单卡 16G 黑色",200万-499万,1200万-1999万,https://item.jd.com/19745378882.html
三星 Galaxy C9 Pro (C9000) 4G手机 双卡双待6GB+64GB全网通 蔷薇粉,2999.00,64GB,4000mAh-5999mAh,"墨玉黑,枫叶金,蔷薇粉",1600万及以上,1200万-1999万,https://item.jd.com/1991206777.html
全球购 三星 Galaxy C7（SM-C7000）全网通4G手机 双卡双待 枫叶金 4GB+64GB,2288.00,32GB,2000mAh-2999mAh,"皎洁银,枫叶金,烟雨灰,蔷薇粉",800万-1599万,1200万-1999万,https://item.jd.com/1983017746.html
三星（SAMSUNG） Galaxy S7 edge（G9350）全网通4G手机双卡双待 铂光金（4G+32G）,3399.00,4GB,3000mAh-3999mAh,"铂光金（4G+32G）,雪晶白（4G+32G）",500万-799万,1200万-1999万,https://item.jd.com/25623735978.html
三星（SAMSUNG） 三星 Galaxy C7（SM-C7000）全网通4G手机 枫叶金 高配版(4GB RAM+64GB ROM)标配,1999.00,32GB,3000mAh-3999mAh,"枫叶金,蔷薇粉,皎洁银,烟雨灰",800万-1599万,1200万-1999万,https://item.jd.com/23939116898.html
三星Galaxy Note8,6988.00,64GB,3000mAh-3999mAh,"谜夜黑,旷野灰,星河蓝",800万-1599万,1200万-1999万,https://item.jd.com/5258635.html
三星（SAMSUNG） 领世旗舰8（G9298）翻盖按键商务智能手机高端系列 黑色,12988.00,N/A,N/A,N/A,N/A,N/A,https://item.jd.com/22626591736.html
三星（SAMSUNG） NOTE 8双卡双待全网通4G手机港行N9500 深海蓝 64GB,7399.00,64GB,3000mAh-3999mAh,"深海蓝,樱花粉,幻月灰,星空黑",800万-1599万,N/A,https://item.jd.com/17333679362.html
三星（SAMSUNG） 全球购 三星(SAMSUNG) J3 Pro 系列  4G智能手机 J3110 金色 双4G 享受30/180服务 让心安心购买,799.00,16GB,2000mAh-2999mAh,"J3110 金色,J3110 银色,J3119 金色,J3119 黑色",500万-799万,500万-1199万,https://item.jd.com/1979641217.html
三星（SAMSUNG） 三星（SAMSUNG）Galaxy A9全网通 手机 双卡双待 魔幻金 全网通（3GB 32GB）,2099.00,N/A,N/A,N/A,500万-799万,1200万-1999万,https://item.jd.com/26002792528.html
Anica/艾尼卡T7个性卡片手机超薄非智能迷你超小袖珍学生男女备用 黑色,259.00,N/A,N/A,"红色,绿色,白色,黑色",N/A,N/A,https://item.jd.com/21527335301.html
三星（SAMSUNG）C7100,1999.00,32GB,3000mAh-3999mAh,"墨玉黑,枫叶金,蔷薇粉",1600万及以上,1200万-1999万,https://item.jd.com/17801679102.html
三星（SAMSUNG） Galaxy S8  5.8寸曲面屏 面部识别虹膜 智能手机 星夜黑 64G 海外双卡版 移动联通,4499.00,64GB,3000mAh-3999mAh,"枫叶金,珊瑚蓝,幻紫灰,粉红色,星夜黑",800万-1599万,1200万-1999万,https://item.jd.com/1986559306.html
三星（SAMSUNG）Galaxy A9,2399.00,32GB,4000mAh-5999mAh,"魔幻金,女王粉",800万-1599万,1200万-1999万,https://item.jd.com/1975066432.html
全球购 三星 Galaxy C5（SM-C5000） 全网通4G手机 双卡双待 蔷薇粉 4GB+64GB,1999.00,32GB,2000mAh-2999mAh,"烟雨灰,枫叶金,皎洁银,蔷薇粉",800万-1599万,1200万-1999万,https://item.jd.com/1983014161.html
三星（SAMSUNG） Galaxy On5（G5528）手机 流沙金 移动4G（2GB+16GB）,886.00,2GB,2000mAh-2999mAh,N/A,500万-799万,1200万-1999万,https://item.jd.com/18110045295.html
三星 G9198 大器4 双卡双待 移动 联通4G 商务手机 蓝色 16GB 官方标配,9399.00,16GB,2000mAh-2999mAh,N/A,N/A,N/A,https://item.jd.com/1978128597.html
三星（SAMSUNG）Galaxy S7 edge,4299.00,4GB,3000mAh-3999mAh,"珊瑚蓝,粉色,金色,黑色,白色,银色",500万-799万,1200万-1999万,https://item.jd.com/1989097770.html
三星（SAMSUNG） 三星Samsung GalaxyS7 32GB G930F智能手机 银色,3318.00,32GB,2000mAh-2999mAh,"白色,银色",500万-799万,1200万-1999万,https://item.jd.com/1979432135.html
三星（SAMSUNG）Galaxy C9 Pro,2698.00,64GB,4000mAh-5999mAh,"枫叶金,蔷薇粉,墨玉黑",1600万及以上,1200万-1999万,https://item.jd.com/1975057779.html
三星（SAMSUNG） G5700 手机 Galaxy On5 （G5700）4G全网通 流沙金,1149.00,32GB,2000mAh-2999mAh,"流沙金,钛岩黑,嫣霞粉",800万-1599万,1200万-1999万,https://item.jd.com/14944593965.html
三星（SAMSUNG）Galaxy S7,3388.00,32GB,3000mAh-3999mAh,"金色,银色,黑色,白色",500万-799万,1200万-1999万,https://item.jd.com/1989221812.html
SAMSUNG 三星 GALAXY J5 PRIME (G5700) 4G智能手机 双卡 金色,1599.00,16GB,2000mAh-2999mAh,"金色,粉红色",500万-799万,1200万-1999万,https://item.jd.com/1977343123.html
三星（SAMSUNG）Galaxy C5,1728.00,32GB,2000mAh-2999mAh,"枫叶金,蔷薇粉,皓月银,烟雨灰",800万-1599万,1200万-1999万,https://item.jd.com/12737434190.html
三星（SAMSUNG） Galaxy C5 Pro（C5010）4GB+64GB版全网通 黑 全网通,2099.00,64GB,2000mAh-2999mAh,"黑,蓝,金,粉",1600万及以上,N/A,https://item.jd.com/1995384194.html
三星（SAMSUNG） Galaxy C7 Pro 移动联通电信4G 双卡双待 枫叶金 全网通(4G+64G),2399.00,64GB,3000mAh-3999mAh,"枫叶金,苍海蓝,蔷薇粉",1600万及以上,1200万-1999万,https://item.jd.com/19737806867.html
三星（SAMSUNG） SM-G3818 移动3G联通电信老人机手机正品触屏大字大声智能 移动联通版 3818白,399.00,N/A,1200mAh以下,"移动联通版 3818黑,移动联通版 3818白,电信版 3819D黑,电信版 3819D白",N/A,N/A,https://item.jd.com/1994095900.html
三星（SAMSUNG） Galaxy On5 （G5700） 3GB+32GB 全网通 流沙金 全网通,1399.00,32GB,2000mAh-2999mAh,"流沙金,钛岩黑,嫣霞粉",800万-1599万,1200万-1999万,https://item.jd.com/1995393309.html
三星（SAMSUNG） 三星S8（4GB+64GB）全网通手机无限流量手机流量免费使用 套餐一：送大重庆流量无限卡（无承诺期） 谜夜黑,4988.00,N/A,N/A,"套餐一：送大重庆流量无限卡（无承诺期）,套餐二：大重庆流量无限卡预存16个月送8个月",N/A,N/A,https://item.jd.com/25215513296.html
三星（SAMSUNG） 三星（Samsung）Galaxy J7 J700H 8GB 金色,1579.00,8GB,2000mAh-2999mAh,"金色,黑色,白色",N/A,N/A,https://item.jd.com/1977548153.html
全球购 Samsung 三星 SM-J3110 J3 pro 移动 联通 双4G 公开版 J3110 金色,1099.00,16GB,2000mAh-2999mAh,"J3110 金色,J3110 银色",无,无,https://item.jd.com/1978152478.html
创星（手机） R9超薄超小迷你卡片手机移动联通智能备用男女儿童学生手机 蓝色 8G内存,298.00,N/A,N/A,"红色,金色,绿色,蓝色,黑色",N/A,N/A,https://item.jd.com/20110294078.html
三星（SAMSUNG） Galaxy C7 Pro（C7010）4GB+64G 全网通 金 全网通,2399.00,64GB,3000mAh-3999mAh,"金,蓝,粉",1600万及以上,N/A,https://item.jd.com/1995385991.html
三星（SAMSUNG） 三星 W2016 翻盖智能手机 商务手机 双卡双待 电信4G手机 尊崇银,8800.00,64GB,2000mAh-2999mAh,"尊崇银,尊贵金",500万-799万,1200万-1999万,https://item.jd.com/21890882662.html
三星（SAMSUNG） S9 | S9+ 新款 全视曲面屏手机 骁龙845 游戏手机现货 【新款现货】S9 夕雾紫 全网通 64GB,5699.00,支持内存卡,3000mAh-3999mAh,"【新款现货】S9 谜夜黑,【新款现货】S9 莱茵蓝,【新款现货】S9 夕雾紫,【新款现货】S9+ 谜夜黑,【新款现货】S9+ 莱茵蓝,【新款现货】S9+ 夕雾紫,S8+ 雾屿蓝,S8+ 勃艮第红,S8+ 枫叶金,S8+ 幻紫灰,S8+ 玫瑰粉,S8+ 星夜黑,S8 枫叶金,S8 幻紫灰,S8 玫瑰粉",800万-1599万,1200万-1999万,https://item.jd.com/25693368129.html
三星（SAMSUNG）Galaxy C8,1966.00,64GB,N/A,"蔷薇粉,枫叶金,墨玉黑",1600万及以上,1200万-1999万,https://item.jd.com/19872318688.html
三星（SAMSUNG） Samsung 三星 GALAXY S8 S8+通双曲屏手机 港版双卡 S8+ 粉色 6G+128GB,5188.00,64GB,3000mAh-3999mAh,"港版双卡 S8+ 星夜黑 4G+64GB,港版双卡 S8+ 珊瑚蓝 4G+64GB,港版双卡 S8+ 粉色 6G+128GB,港版双卡 S8+ 幻紫色 6G+128GB,港版双卡 S8+ 珊瑚蓝 6G+128GB,港版双卡 S8 枫木金 4G+64GB,港版双卡 S8 粉色 4G+64GB,三星 S7立式快速无线充电器 黑色",800万-1599万,1200万-1999万,https://item.jd.com/19756068597.html
三星（SAMSUNG） Galaxy C7 Pro（C7010）4GB+64G 全网通 金 全网通,2199.00,64GB,3000mAh-3999mAh,"金,蓝,粉",1600万及以上,N/A,https://item.jd.com/23940004049.html
三星（SAMSUNG）Galaxy S7 edge,3388.00,32GB,3000mAh-3999mAh,"珊瑚蓝,莹钻粉,铂光金,钛泽银,星钻黑",500万-799万,1200万-1999万,https://item.jd.com/1980945942.html
AEKU M9超薄袖珍迷你超小移动儿童学生男女直板小型卡片手机 粉红色,238.00,N/A,N/A,"蓝色,粉红色,白色,黑色",N/A,N/A,https://item.jd.com/24811921595.html
三星（SAMSUNG）Galaxy J3,1399.00,支持内存卡,2000mAh-2999mAh,"粉色,金色,蓝色,黑色",500万-799万,1200万-1999万,https://item.jd.com/1995297218.html
三星（SAMSUNG）SM-W2018,23388.00,64GB,2000mAh-2999mAh,"至尊雅金,典藏尊铂",500万-799万,1200万-1999万,https://item.jd.com/24131725748.html
三星（SAMSUNG）  Galaxy C9 Pro（C9000） 移动联通电信4G手 金 全网通,2844.00,64GB,4000mAh-5999mAh,"金,粉",N/A,N/A,https://item.jd.com/23863415689.html
三星（SAMSUNG）  Galaxy C5 Pro（C5010） 移动联通电信4G 黑 全网通,1939.00,64GB,2000mAh-2999mAh,"黑,蓝,金,粉",1600万及以上,1200万-1999万,https://item.jd.com/23863427907.html
三星 Galaxy On5（G5510）G5520 2GB+16GB 热售 金色 G5700 3+32G,1699.00,16GB,2000mAh-2999mAh,"粉色,金色",500万-799万,1200万-1999万,https://item.jd.com/1978122562.html
三星（SAMSUNG） 三星（SAMSUNG）S7（G9300）铂光金 全网通 铂光金,2799.00,32GB,3000mAh-3999mAh,N/A,500万-799万,1200万-1999万,https://item.jd.com/26002121645.html
三星（SAMSUNG）Galaxy C9 Pro,2339.00,6GB,4000mAh-5999mAh,"枫叶金,蔷薇粉,墨玉黑",1600万及以上,1200万-1999万,https://item.jd.com/11792572294.html
三星Galaxy S8+ ,5499.00,64GB,3000mAh-3999mAh,"黑,金,雾屿蓝,灰",800万-1599万,1200万-1999万,https://item.jd.com/5149116.html
三星（SAMSUNG） 三星 GALAXY S8/S8+ 全面屏双曲面 移动联通4G手机 亮银色 S8+ 美版三网 64GB,3888.00,64GB,3000mAh-3999mAh,"珊瑚蓝,幻紫灰,亮银色,午夜黑,枫叶金,粉色,预售 勃艮第红（版本待定）",800万-1599万,1200万-1999万,https://item.jd.com/1990573969.html
三星（SAMSUNG） Galaxy J3 pro（J3300）移动联通电信4G手机 金 2017版J3（3G+32G）,1099.00,32GB,2000mAh-2999mAh,"金,黑,粉,蓝",1600万及以上,500万-1199万,https://item.jd.com/23947629073.html
三星（SAMSUNG） Galaxy S7 edge（G9350）手机 曜岩黑 全网通(4GB+128GB),3899.00,32GB,3000mAh-3999mAh,"珀光金,莹钻粉,珊瑚蓝,雪晶白,太泽银,星钻黑,曜岩黑",500万-799万,1200万-1999万,https://item.jd.com/15515894809.html
三星 Note8 旗舰新款手机 6.3英寸高清大屏全视曲面屏无边框商务手机带手写笔4G智能 谜夜黑 现货 64GB,5799.00,64GB,3000mAh-3999mAh,"谜夜黑 现货,星河蓝 现货,旷野灰 现货,芭比粉 现货",800万-1599万,1200万-1999万,https://item.jd.com/1997721326.html
三星 W2016 金色 电信4G手机 双卡双待单通  全新原装+正品 尊贵金,9999.00,64GB,2000mAh-2999mAh,N/A,N/A,N/A,https://item.jd.com/1980339846.html
三星（SAMSUNG） 三星S8+（4GB+64GB）全网通手机无限流量手机流量免费使用 套餐一：送大重庆流量无限卡（无承诺期） 谜夜黑,5488.00,N/A,N/A,"套餐一：送大重庆流量无限卡（无承诺期）,套餐二：大重庆流量无限卡预存16个月送8个月",N/A,N/A,https://item.jd.com/25216671628.html
三星（SAMSUNG）S7 edge,3488.00,64GB,3000mAh-3999mAh,金色系,500万-799万,1200万-1999万,https://item.jd.com/24496149492.html
三星（SAMSUNG） Note8全网通手机 大重庆流量无限 送000-999特级靓号 三星 Note8 64G（含宽带） 谜夜黑,9949.00,N/A,N/A,"三星 Note8 64G（含宽带）,三星 Note8 64G（不含宽带）,三星 Note8 128G（含宽带）,三星 Note8 128G（不含宽带）,三星 Note8 256G（含宽带）,三星 Note8 256G（不含宽带）",N/A,N/A,https://item.jd.com/20961919127.html
三星（SAMSUNG）Galaxy C7 Pro（C7010）,1849.00,64GB,3000mAh-3999mAh,"枫叶金,苍海蓝,蔷薇粉",1600万及以上,1200万-1999万,https://item.jd.com/11325537948.html
三星（SAMSUNG） W2017 翻盖手机 电信4G手机 双卡双待双屏无线充电指纹识别 黑色(W2017+),10999.00,64GB,2000mAh-2999mAh,"金色（W2017）,黑色(W2017+)",800万-1599万,N/A,https://item.jd.com/1982352848.html
三星（SAMSUNG）W2018,19188.00,64GB,2000mAh-2999mAh,N/A,500万-799万,1200万-1999万,https://item.jd.com/23416069383.html
三星（SAMSUNG） 三星C8（4GB+64GB）全网通手机无限流量手机流量免费使用 套餐一：送大重庆流量无限卡（无承诺期） 枫叶金,2388.00,N/A,N/A,"套餐一：送大重庆流量无限卡（无承诺期）,套餐二：大重庆流量无限卡预存16个月送8个月",N/A,N/A,https://item.jd.com/25494666664.html
【eBay精选】三星Galaxy S7 Edge G935FD 32G智能手机 蓝色 G9350港行32G,3388.00,32GB,3000mAh-3999mAh,"金色,蓝色,粉色,黑色,银色",N/A,N/A,https://item.jd.com/1990230382.html
SAMSUNG 三星 G6100 Galaxy J7 Prime 双4G 智能手机 32G 金色,1999.00,32GB,3000mAh-3999mAh,"金色,粉红色,黑色",800万-1599万,1200万-1999万,https://item.jd.com/1970751459.html
全球购 三星(SAMSUNG) W2017 翻盖手机  电信4G版(4G+64G)标配 黑色,15699.00,64GB,2000mAh-2999mAh,"金色,黑色",800万-1599万,1200万-1999万,https://item.jd.com/1977640101.html
三星（SAMSUNG） W2018翻盖智能商务手机 至尊雅金 6GB+64GB,16999.00,64GB,N/A,N/A,500万-799万,1200万-1999万,https://item.jd.com/23924527095.html
三星（SAMSUNG） 三星Galaxy S7 edge 全网通 5.5英寸4G智能手机 铂光金 32GB,3088.00,32GB,4000mAh-5999mAh,"铂光金,钛泽银,星钻黑",500万-799万,1200万-1999万,https://item.jd.com/1961551144.html
皓轩H6老人手机移动联通直板大屏老年人机大字大声按键老人机 红色,108.00,N/A,N/A,"红色,金色,蓝色,黑色",N/A,N/A,https://item.jd.com/20604061115.html
【eBay精选】三星(SAMSUNG)  A7 (2016) A7100  4G智能手机 白色,2374.00,16GB,2000mAh-2999mAh,"粉金色,白色",N/A,N/A,https://item.jd.com/1977468606.html
SAMSUNG 三星S8 G9500 移动联通电信4G手机 双卡双待 谜夜黑 全网通(4G+64G),4999.00,64GB,3000mAh-3999mAh,"勃垦第红,绮梦金,雾屿蓝,芭比粉,烟晶灰,谜夜黑",800万-1599万,N/A,https://item.jd.com/19751366998.html
三星（SAMSUNG）Galaxy C5 Pro,2299.00,64GB,2000mAh-2999mAh,"枫叶金,碧湖蓝,蔷薇粉",1600万及以上,1200万-1999万,https://item.jd.com/13733547291.html
三星（SAMSUNG） W2018 翻盖智能商务手机 至尊雅金,19600.00,64GB,2000mAh-2999mAh,N/A,500万-799万,1200万-1999万,https://item.jd.com/25341048853.html
三星（SAMSUNG）C9 Pro（C9000）,2278.00,64GB,4000mAh-5999mAh,金色系,1600万及以上,1200万-1999万,https://item.jd.com/24551110491.html
三星（SAMSUNG） 三星C8（3GB+32GB）全网通手机无限流量手机流量免费使用 套餐一：送大重庆流量无限卡（无承诺期） 枫叶金,1988.00,N/A,N/A,"套餐一：送大重庆流量无限卡（无承诺期）,套餐二：大重庆流量无限卡预存16个月送8个月",N/A,N/A,https://item.jd.com/22676328732.html
三星（SAMSUNG） 三星Galaxy 领世旗舰8 G9298 4GB+64GB黑手机 黑色 移动联通4G(4GB+64GB),18800.00,64GB,2000mAh-2999mAh,N/A,500万-799万,1200万-1999万,https://item.jd.com/21891056688.html
锐族 R2015老人机 电信2G翻盖老人手机 红色,299.00,N/A,N/A,"红色,金色,黑色",N/A,N/A,https://item.jd.com/20902840426.html
SAMSUNG 三星 Galaxy Folder2 （SM-G1650）翻盖手机 碧玺红 全网通(2G+16G),1950.00,N/A,N/A,"碧玺红,帕托金,琉璃黑",N/A,N/A,https://item.jd.com/19930939344.html
三星（SAMSUNG）C7100,1999.00,N/A,N/A,"墨玉黑,枫叶金,蔷薇粉",1600万及以上,N/A,https://item.jd.com/1999773744.html
三星（SAMSUNG） 三星J7 Prime（G6100）4G手机 智能手机 港版 金色,1998.00,32GB,3000mAh-3999mAh,"粉色,金色,黑色",500万-799万,1200万-1999万,https://item.jd.com/1969972839.html
